,PC1,PC2,PC3,Cluster,Index,AppID,Name,Release date,Peak CCU,Price,DLC count,Header image,Website,Metacritic score,Positive,Negative,Average playtime forever,Average playtime two weeks,Median playtime forever,Median playtime two weeks,Developers,Publishers,Genres,Owners range low,Owners range high,Positive rate,Main developer,Main publisher,dev_counts,pub_counts,Action,Indie,Adventure,Strategy,RPG,Simulation,Casual,Early Access,Free to Play,Massively Multiplayer,Sports,Racing,Utilities,Design & Illustration,Animation & Modeling,Video Production,Web Publishing,Audio Production,Photo Editing,Software Training,Game Development,Education
0,9.677424009957328,1.7945398640588093,24.440667043828658,4,0,990080,Hogwarts Legacy,"Feb 10, 2023",872138,59.99,1,https://cdn.akamai.steamstatic.com/steam/apps/990080/header.jpg?t=1676056674,https://www.hogwartslegacy.com/,84,33521,2000,661,661,501,501,Avalanche Software,Warner Bros. Games,"Action,Adventure,RPG",5000000,10000000,0.9436952788491315,Avalanche Software,Warner Bros. Games,1,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13.06349279019598,0.3625319321623923,31.907337514361625,4,1,730,Counter-Strike: Global Offensive,"Aug 21, 2012",825215,0.0,1,https://cdn.akamai.steamstatic.com/steam/apps/730/header.jpg?t=1641233427,http://blog.counter-strike.net/,83,5764420,766677,30484,777,6357,253,"Valve,Hidden Path Entertainment",Valve,"Action,Free to Play",50000000,100000000,0.8826112979182517,Valve,Valve,23,26,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15.44661012027717,0.8752381435758392,34.9262816471025,4,2,570,Dota 2,"Jul 9, 2013",558759,0.0,2,https://cdn.akamai.steamstatic.com/steam/apps/570/header.jpg?t=1658774750,http://www.dota2.com/,90,1477153,300437,37162,1647,880,749,Valve,Valve,"Action,Free to Play,Strategy",100000000,200000000,0.83098633543168,Valve,Valve,23,26,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4.40594344846341,4.041316128689649,13.931988809322423,3,3,1326470,Sons Of The Forest,"Feb 23, 2023",405191,29.99,0,https://cdn.akamai.steamstatic.com/steam/apps/1326470/header.jpg?t=1677179639,,0,31006,5954,312,312,238,238,Endnight Games Ltd,Newnight,"Action,Adventure,Indie,Simulation,Early Access",2000000,5000000,0.8389069264069264,Endnight Games Ltd,Newnight,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6.363151942801712,5.974915844746112,15.510461762830982,3,4,1599340,Lost Ark,"Feb 11, 2022",287501,0.0,4,https://cdn.akamai.steamstatic.com/steam/apps/1599340/header.jpg?t=1658335774,https://www.playlostark.com,0,124308,44066,3335,2033,836,1318,Smilegate RPG,Amazon Games,"Action,Adventure,Free to Play,Massively Multiplayer,RPG",20000000,50000000,0.7382850083742145,Smilegate RPG,Amazon Games,1,2,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5,6.629572247738842,4.351525716414027,20.13092173106242,3,5,578080,PUBG: BATTLEGROUNDS,"Dec 21, 2017",275374,0.0,0,https://cdn.akamai.steamstatic.com/steam/apps/578080/header.jpg?t=1658287469,http://www.pubg.com,0,1154655,895978,21963,790,7134,152,"KRAFTON, Inc.","KRAFTON, Inc.","Action,Adventure,Free to Play,Massively Multiplayer",50000000,100000000,0.5630724756697079,KRAFTON,KRAFTON,1,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,6.927450503353669,2.881706403934241,14.070920466217771,3,6,1172470,Apex Legends™,"Nov 4, 2020",235067,0.0,2,https://cdn.akamai.steamstatic.com/steam/apps/1172470/header.jpg?t=1657217209,https://www.ea.com/games/apex-legends,88,415524,66608,6388,772,904,341,Respawn Entertainment,Electronic Arts,"Action,Adventure,Free to Play",20000000,50000000,0.8618469630723536,Respawn Entertainment,Electronic Arts,3,66,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5.17937139424942,3.1098593857317693,8.69431297155885,3,7,1938090,Call of Duty®: Modern Warfare® II,"Oct 27, 2022",233454,69.99,1,https://cdn.akamai.steamstatic.com/steam/apps/1938090/header.jpg?t=1666987393,https://www.callofduty.com/modernwarfare2,0,16018,12744,787,787,727,727,"Infinity Ward,Raven Software,Beenox,Treyarch,High Moon Studios,Sledgehammer Games,Activision Shanghai,Demonware,Toys for Bob",Activision,Action,2000000,5000000,0.5569153744524025,Infinity Ward,Activision,10,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5.231075135919296,3.897090052353433,13.24841120229446,3,8,271590,Grand Theft Auto V,"Apr 13, 2015",170527,0.0,1,https://cdn.akamai.steamstatic.com/steam/apps/271590/header.jpg?t=1618856444,http://www.rockstargames.com/V/,96,1171197,210154,13650,656,6274,154,Rockstar North,Rockstar Games,"Action,Adventure",20000000,50000000,0.8478634322485741,Rockstar North,Rockstar Games,2,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9.125347888175742,3.1014530944853864,15.559437189372591,3,9,440,Team Fortress 2,"Oct 10, 2007",107702,0.0,1,https://cdn.akamai.steamstatic.com/steam/apps/440/header.jpg?t=1592263852,http://www.teamfortress.com/,92,823693,56683,9916,2299,370,694,Valve,Valve,"Action,Free to Play",50000000,100000000,0.935615009950294,Valve,Valve,23,26,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5.579403650842606,3.1034539702811523,5.604852226397242,8,10,1446780,MONSTER HUNTER RISE,"Jan 12, 2022",99009,59.99,135,https://cdn.akamai.steamstatic.com/steam/apps/1446780/header.jpg?t=1656665891,https://www.monsterhunter.com/rise-steam/,87,37494,5799,4462,1324,2676,1145,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Action,1000000,2000000,0.8660522486314185,CAPCOM Co.,CAPCOM Co.,18,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,4.303420445114484,5.0356235453956035,8.332683937121,8,11,346110,ARK: Survival Evolved,"Aug 27, 2017",98215,29.99,15,https://cdn.akamai.steamstatic.com/steam/apps/346110/header.jpg?t=1655137924,http://www.playark.com,70,461567,98701,10660,1586,1062,625,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",Studio Wildcard,"Action,Adventure,Indie,Massively Multiplayer,RPG",10000000,20000000,0.8238325230068467,Studio Wildcard,Studio Wildcard,2,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,5.438163006211198,4.558991265305128,10.929461833868816,3,12,252490,Rust,"Feb 8, 2018",96112,39.99,4,https://cdn.akamai.steamstatic.com/steam/apps/252490/header.jpg?t=1656003795,http://rust.facepunch.com/,69,703687,108223,16623,1437,3035,710,Facepunch Studios,Facepunch Studios,"Action,Adventure,Indie,Massively Multiplayer,RPG",20000000,50000000,0.8667056693475877,Facepunch Studios,Facepunch Studios,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,3.1804292425553875,4.644002433219664,11.366869423830192,3,13,431960,Wallpaper Engine,Nov 2018,85643,3.99,1,https://cdn.akamai.steamstatic.com/steam/apps/431960/header.jpg?t=1637933048,https://www.wallpaperengine.io,0,522889,10368,3460,158,788,15,Wallpaper Engine Team,Wallpaper Engine Team,"Casual,Indie,Animation & Modeling,Design & Illustration,Photo Editing,Utilities",20000000,50000000,0.9805572172517192,Wallpaper Engine Team,Wallpaper Engine Team,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
14,4.403706633434032,3.5571307910123657,5.062503309878635,1,14,1506830,FIFA 22,"Sep 30, 2021",74621,59.99,0,https://cdn.akamai.steamstatic.com/steam/apps/1506830/header.jpg?t=1653581021,https://www.ea.com/games/fifa,0,69322,17807,5970,968,3945,707,EA Canada & EA Romania,Electronic Arts,"Simulation,Sports",2000000,5000000,0.7956248780543791,EA Canada & EA Romania,Electronic Arts,2,66,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,4.641722280958428,4.990317316901561,11.09128489192577,3,15,1085660,Destiny 2,"Oct 1, 2019",72573,0.0,10,https://cdn.akamai.steamstatic.com/steam/apps/1085660/header.jpg?t=1657835870,https://www.bungie.net/,83,403109,77006,9390,1205,431,462,Bungie,Bungie,"Action,Adventure,Free to Play",20000000,50000000,0.8396092602813909,Bungie,Bungie,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,6.526395401806105,4.602422642190952,3.833838324160248,1,16,1569040,Football Manager 2022,"Nov 8, 2021",66097,54.99,1,https://cdn.akamai.steamstatic.com/steam/apps/1569040/header.jpg?t=1649351903,http://www.footballmanager.com/,0,15445,1289,13137,2080,7853,2777,Sports Interactive,SEGA,"Simulation,Sports",500000,1000000,0.9229711963666786,Sports Interactive,SEGA,9,80,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,4.017080819798529,3.711479920745869,4.086401037473417,1,17,1811260,EA SPORTS™ FIFA 23,"Sep 29, 2022",65603,69.99,0,https://cdn.akamai.steamstatic.com/steam/apps/1811260/header.jpg?t=1664533258,https://www.ea.com/games/fifa,0,1997,3934,856,856,886,886,EA Canada & EA Romania,Electronic Arts,"Simulation,Sports",0,20000,0.3367054459618951,EA Canada & EA Romania,Electronic Arts,2,66,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,2.1116737329419872,4.693222199873268,5.614915585556454,1,18,1361210,"Warhammer 40,000: Darktide","Nov 30, 2022",63616,39.99,2,https://cdn.akamai.steamstatic.com/steam/apps/1361210/header.jpg?t=1668773089,http://www.playdarktide.com,0,4486,2104,409,409,318,318,Fatshark,Fatshark,"Action,Adventure,Indie",500000,1000000,0.6807283763277694,Fatshark,Fatshark,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2.5673480321260085,3.845989000007468,5.323998910849575,1,19,1817070,Marvel’s Spider-Man Remastered,"Aug 12, 2022",62756,59.99,0,https://cdn.akamai.steamstatic.com/steam/apps/1817070/header.jpg?t=1660316394,,0,11105,437,189,189,222,222,"Insomniac Games,Nixxes Software",PlayStation PC LLC,"Action,Adventure,Casual",500000,1000000,0.9621382775948709,Insomniac Games,PlayStation PC LLC,3,10,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3.109466270658295,4.922576466329507,6.825117002609797,8,20,1203220,NARAKA: BLADEPOINT,"Aug 11, 2021",61338,19.99,2,https://cdn.akamai.steamstatic.com/steam/apps/1203220/header.jpg?t=1655953882,https://www.narakathegame.com,71,86893,24106,7583,983,1683,369,24 Entertainment,NetEase Games Montréal,"Action,Adventure,Massively Multiplayer",5000000,10000000,0.782826872314165,24 Entertainment,NetEase Games Montréal,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,4.479180234196111,4.920646413431713,10.783401871932009,3,21,230410,Warframe,"Mar 25, 2013",60270,0.0,16,https://cdn.akamai.steamstatic.com/steam/apps/230410/header.jpg?t=1658079532,http://www.warframe.com,69,442724,48241,9533,1218,413,337,Digital Extremes,Digital Extremes,"Action,Free to Play,RPG",20000000,50000000,0.901742486735307,Digital Extremes,Digital Extremes,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3.898857177477466,4.236026294295134,4.485033558738239,1,22,529340,Victoria 3,"Oct 25, 2022",57902,49.99,0,https://cdn.akamai.steamstatic.com/steam/apps/529340/header.jpg?t=1666716973,,0,7506,4617,995,995,1202,1202,Paradox Development Studio,Paradox Interactive,"Simulation,Strategy",500000,1000000,0.6191536748329621,Paradox Development Studio,Paradox Interactive,11,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,4.9051829338413,6.88963985864909,10.36078213688376,3,23,304930,Unturned,"Jul 7, 2017",54184,0.0,1,https://cdn.akamai.steamstatic.com/steam/apps/304930/header.jpg?t=1642457764,http://smartlydressedgames.com/,0,443320,41385,8059,3169,340,587,Smartly Dressed Games,Smartly Dressed Games,"Action,Adventure,Casual,Free to Play,Indie",20000000,50000000,0.9146181698146295,Smartly Dressed Games,Smartly Dressed Games,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1.436455465207264,5.759007650315865,5.819279646007669,2,24,1810580,Nobody - The Turnaround,"Nov 16, 2022",53559,0.0,0,https://cdn.akamai.steamstatic.com/steam/apps/1810580/header.jpg?t=1668936743,,0,3469,2096,508,508,454,454,U.Ground Game Studio,Thermite Games,"Simulation,Strategy,Early Access",200000,500000,0.623360287511231,U.Ground Game Studio,Thermite Games,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2.1558811673450213,4.679227270632637,5.521884200021318,1,25,1313140,Cult of the Lamb,"Aug 11, 2022",53272,24.99,2,https://cdn.akamai.steamstatic.com/steam/apps/1313140/header.jpg?t=1660316311,http://cultofthelamb.com,0,7555,985,322,322,339,339,Massive Monster,Devolver Digital,"Action,Adventure,Indie,Strategy",500000,1000000,0.8846604215456675,Massive Monster,Devolver Digital,1,20,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2.128239027511106,4.423191764971055,5.453256435903813,1,26,1818750,MultiVersus,"Jul 19, 2022",51283,39.99,3,https://cdn.akamai.steamstatic.com/steam/apps/1818750/header.jpg?t=1658442975,https://www.multiversus.com/,0,9490,831,313,313,130,130,Player First Games,Warner Bros. Games,"Action,Free to Play",500000,1000000,0.9194845460711172,Player First Games,Warner Bros. Games,1,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4.103854700975498,4.774649310330424,10.57528145188003,3,27,236390,War Thunder,"Aug 15, 2013",48352,0.0,32,https://cdn.akamai.steamstatic.com/steam/apps/236390/header.jpg?t=1657292099,http://warthunder.com/,81,246926,67506,4707,672,402,420,Gaijin Entertainment,Gaijin Distribution KFT,"Action,Free to Play,Massively Multiplayer,Simulation",20000000,50000000,0.7853081111337269,Gaijin Entertainment,Gaijin Distribution KFT,1,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28,4.761793160018601,3.16344547696567,9.723257581637853,3,28,1245620,ELDEN RING,"Feb 24, 2022",46431,59.99,0,https://cdn.akamai.steamstatic.com/steam/apps/1245620/header.jpg?t=1654259241,,94,460812,51238,5293,403,4467,131,FromSoftware Inc.,"FromSoftware Inc.,Bandai Namco Entertainment","Action,RPG",20000000,50000000,0.8999355531686358,FromSoftware Inc.,FromSoftware Inc.,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
