,PC1,PC2,PC3,Cluster,Index,AppID,Name,Release date,Peak CCU,Price,DLC count,Header image,Website,Metacritic score,Positive,Negative,Average playtime forever,Average playtime two weeks,Median playtime forever,Median playtime two weeks,Developers,Publishers,Genres,Owners range low,Owners range high,Positive rate,Main developer,Main publisher,dev_counts,pub_counts,Action,Indie,Adventure,Strategy,RPG,Simulation,Casual,Early Access,Free to Play,Massively Multiplayer,Sports,Racing,Utilities,Design & Illustration,Animation & Modeling,Video Production,Web Publishing,Audio Production,Photo Editing,Software Training,Game Development,Education
0,9.677424008697635,1.7945398667538899,24.440667039377182,36,0,990080,Hogwarts Legacy,"Feb 10, 2023",872138,59.99,1,https://cdn.akamai.steamstatic.com/steam/apps/990080/header.jpg?t=1676056674,https://www.hogwartslegacy.com/,84,33521,2000,661,661,501,501,Avalanche Software,Warner Bros. Games,"Action,Adventure,RPG",5000000,10000000,0.9436952788491315,Avalanche Software,Warner Bros. Games,1,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13.063492790123286,0.3625319477866942,31.90733751482298,27,1,730,Counter-Strike: Global Offensive,"Aug 21, 2012",825215,0.0,1,https://cdn.akamai.steamstatic.com/steam/apps/730/header.jpg?t=1641233427,http://blog.counter-strike.net/,83,5764420,766677,30484,777,6357,253,"Valve,Hidden Path Entertainment",Valve,"Action,Free to Play",50000000,100000000,0.8826112979182517,Valve,Valve,23,26,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15.446610120611197,0.8752381755807943,34.92628166188631,26,2,570,Dota 2,"Jul 9, 2013",558759,0.0,2,https://cdn.akamai.steamstatic.com/steam/apps/570/header.jpg?t=1658774750,http://www.dota2.com/,90,1477153,300437,37162,1647,880,749,Valve,Valve,"Action,Free to Play,Strategy",100000000,200000000,0.83098633543168,Valve,Valve,23,26,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4.405943446332135,4.041316113535971,13.931988805602252,30,3,1326470,Sons Of The Forest,"Feb 23, 2023",405191,29.99,0,https://cdn.akamai.steamstatic.com/steam/apps/1326470/header.jpg?t=1677179639,,0,31006,5954,312,312,238,238,Endnight Games Ltd,Newnight,"Action,Adventure,Indie,Simulation,Early Access",2000000,5000000,0.8389069264069264,Endnight Games Ltd,Newnight,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,6.363151940531596,5.974915809927728,15.510461737088791,11,4,1599340,Lost Ark,"Feb 11, 2022",287501,0.0,4,https://cdn.akamai.steamstatic.com/steam/apps/1599340/header.jpg?t=1658335774,https://www.playlostark.com,0,124308,44066,3335,2033,836,1318,Smilegate RPG,Amazon Games,"Action,Adventure,Free to Play,Massively Multiplayer,RPG",20000000,50000000,0.7382850083742145,Smilegate RPG,Amazon Games,1,2,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5,6.629572245191405,4.351525681194063,20.130921708016086,11,5,578080,PUBG: BATTLEGROUNDS,"Dec 21, 2017",275374,0.0,0,https://cdn.akamai.steamstatic.com/steam/apps/578080/header.jpg?t=1658287469,http://www.pubg.com,0,1154655,895978,21963,790,7134,152,"KRAFTON, Inc.","KRAFTON, Inc.","Action,Adventure,Free to Play,Massively Multiplayer",50000000,100000000,0.5630724756697079,KRAFTON,KRAFTON,1,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,6.927450501775684,2.881706368058124,14.070920435674848,11,6,1172470,Apex Legends™,"Nov 4, 2020",235067,0.0,2,https://cdn.akamai.steamstatic.com/steam/apps/1172470/header.jpg?t=1657217209,https://www.ea.com/games/apex-legends,88,415524,66608,6388,772,904,341,Respawn Entertainment,Electronic Arts,"Action,Adventure,Free to Play",20000000,50000000,0.8618469630723536,Respawn Entertainment,Electronic Arts,3,66,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5.1793713939529855,3.109859414346947,8.69431298232648,30,7,1938090,Call of Duty®: Modern Warfare® II,"Oct 27, 2022",233454,69.99,1,https://cdn.akamai.steamstatic.com/steam/apps/1938090/header.jpg?t=1666987393,https://www.callofduty.com/modernwarfare2,0,16018,12744,787,787,727,727,"Infinity Ward,Raven Software,Beenox,Treyarch,High Moon Studios,Sledgehammer Games,Activision Shanghai,Demonware,Toys for Bob",Activision,Action,2000000,5000000,0.5569153744524025,Infinity Ward,Activision,10,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5.231075133867469,3.8970900222073777,13.248411182651703,11,8,271590,Grand Theft Auto V,"Apr 13, 2015",170527,0.0,1,https://cdn.akamai.steamstatic.com/steam/apps/271590/header.jpg?t=1618856444,http://www.rockstargames.com/V/,96,1171197,210154,13650,656,6274,154,Rockstar North,Rockstar Games,"Action,Adventure",20000000,50000000,0.8478634322485741,Rockstar North,Rockstar Games,2,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9.125347888400068,3.10145307739534,15.559437162753673,35,9,440,Team Fortress 2,"Oct 10, 2007",107702,0.0,1,https://cdn.akamai.steamstatic.com/steam/apps/440/header.jpg?t=1592263852,http://www.teamfortress.com/,92,823693,56683,9916,2299,370,694,Valve,Valve,"Action,Free to Play",50000000,100000000,0.935615009950294,Valve,Valve,23,26,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
